MILALLWEBAN_BTN3;前往;;;;;;;;;;X
ALL_PLAYERS_HERE;所有玩家已经到达. ;;;;;;;;;;X
MILD_WINTER;温暖的冬天;;;;;;;;;;X
NORMAL_WINTER;正常的冬天;;;;;;;;;;X
SEVERE_WINTER;严酷的冬天;;;;;;;;;;X
alert_revoltrisk_in_provinces_instant;叛乱可能发生;;;;;;;;;;X
alert_revoltrisk_in_provinces_delayed;下列省份有发生叛乱的危险. \n$LIST$;;;;;;;;;;X
SM_MULTISAMPLE;多重抗锯齿等级;;;;;;;;;;X
RESTART_REQ;需要重新启动;;;;;;;;;;X
RESTART_REQ_DESC;必须重新启动游戏以使改变生效. ;;;;;;;;;;X
very_easy_player;极易;;;;;;;;;;X
easy_player;容易;;;;;;;;;;X
hard_player;困难;;;;;;;;;;X
very_hard_player;极难;;;;;;;;;;X
very_easy_ai;极易;;;;;;;;;;X
easy_ai;容易;;;;;;;;;;X
hard_ai;困难;;;;;;;;;;X
very_hard_ai;极难;;;;;;;;;;X
CORE_MP_PAUSED_NAME;$PLAYER$选择暂停. ;;;;;;;;;;X
CORE_MP_PAUSED;距离所有玩家都必须开始还有$TIME$;;;;;;;;;;X
OOS_TITLE;错误! ;;;;;;;;;;X
OOS_DESC;游戏现在不同步! ;;;;;;;;;;X
NO_CANNON;我们还没有学会如何制造加农炮. ;;;;;;;;;;X
FE_TUTORIAL;教程;;;;;;;;;;X
base_values;基础值;;;;;;;;;;X
EMPIRE_MEMBER;成为一个帝国的成员, 将与该帝国的其他成员\n有更好的关系, 并有可能当选霸主. ;;;;;;;;;;X
LEDGER_NATIONAL_STASTISTICS;国家统计;;;;;;;;;;X
LEDGER_NATIONAL_COMPARISON;国家对比;;;;;;;;;;X
LEDGER_ECONOMICS;经济统计;;;;;;;;;;X
LEDGER_MILITARY_STATISTICS;军事统计;;;;;;;;;;X
LEDGER_RELATIONS;国家关系;;;;;;;;;;X
LEDGER_TRUCE_L;我们与该国签订了停战协定. 强行对他们宣战\n将为世界各国所不耻. 而且我们的子民也会认\n为他们统治者是反覆无常的食言小人. ;;;;;;;;;;X
LEDGER_TRUCE_S;停战;;;;;;;;;;X
CANCELMILACCNEWDESC;是否要中止与 $COUNTRY$ 签订的军事通行\n条约? 中止后我们的军队将不能通过他\n们的领土和港口. ;;;;;;;;;;X
city;城市;;;;;;;;;;X
PROV_BASETAX_DESCR;当该省份发展为正规城市时, 它将向你提供的\n基础税收. ;;;;;;;;;;X
NO_EFFECT;无影响;;;;;;;;;;X
SMIL_CONST_TIP;在$DATE$一艘$TYPE$将下海起航. ;;;;;;;;;;X
NONE_AVAILABLE;不可用. ;;;;;;;;;;X
NO_MERCS_DESC;目前没有私募兵可用. ;;;;;;;;;;X
AFFORD_SHIP_COST;你没有钱造这艘船, 这艘船至少需要$COST$. ;;;;;;;;;;X
admiralty_short;海军部;;;;;;;;;;X
artisan_workshop_short;工场;;;;;;;;;;X
cathedral_short;教堂;;;;;;;;;;X
constable_short;治安官;;;;;;;;;;X
courthouse_short;法院;;;;;;;;;;X
customs_house_short;海关;;;;;;;;;;X
farm_estate_short;农场;;;;;;;;;;X
fine_arts_academy_short;美术学院;;;;;;;;;;X
fiscal_bureau_short;财政局;;;;;;;;;;X
fort1_short;一级要塞;;;;;;;;;;X
fort2_short;二级要塞;;;;;;;;;;X
fort3_short;三级要塞;;;;;;;;;;X
fort4_short;四级要塞;;;;;;;;;;X
fort5_short;五级要塞;;;;;;;;;;X
fort6_short;六级要塞;;;;;;;;;;X
