*;NOT USED;;;;;;;;;;X
arctic;北极;;;;;;;;;;X
farmlands;农田;;;;;;;;;;X
forest;森林;;;;;;;;;;X
woods;树林;;;;;;;;;;X
mountain;山脉;;;;;;;;;;X
coastal_desert;沙漠;;;;;;;;;;X
IS_VASSAL_SPHERE;$COUNTRY$ 的附庸国;;;;;;;;;;X
sphere;从势力范围中得到;;;;;;;;;;X
SPHEREMASTER_TO_CULTURAL;我们只有$VAL$文化传统,而$WHO$有$WHOVAL$.;;;;;;;;;;X
WT_NOT_NOMADS;只与游牧民族交战时,你不能征收战争税.;;;;;;;;;;X
NO_NOMAD_NO_COLONY;游牧民族不能移民.;;;;;;;;;;X
IS_LESS_THAN_X_TECH_AHEAD;相距少于$VAL$级科技.;;;;;;;;;;X
IS_AT_LEAST_X_TECH_AHEAD;相距至少$VAL$级科技.;;;;;;;;;;X
HAS_LEADER_WITH_STATS;有至少一个$TYPE$有 $DETAILS$.;;;;;;;;;;X
HAS_NOT_LEADER_WITH_STATS;没有$TYPE$ 有 $DETAILS$.;;;;;;;;;;X
LEADER_STAT_DETAIL;$TYPE$至少达到$VAL$.;;;;;;;;;;X
LAND_MORALE_LESS_THAN;陆军士气低于;;;;;;;;;;X
LAND_MORALE_THAN;陆军士气至少;;;;;;;;;;X
NAVAL_MORALE_LESS_THAN;海军士气低于;;;;;;;;;;X
NAVAL_MORALE_THAN;海军士气至少;;;;;;;;;;X
ikko_ikkis_title;一向一揆;;;;;;;;;;X
ronin_rebels_title;浪人;;;;;;;;;;X
LOG_SETTING_ICON;图标;;;;;;;;;;X
LESS_THAN_DAIMYOS;现存少于$VAL$个大名.;;;;;;;;;;X
MORE_THAN_DAIMYOS;现存至少$VAL$个大名.;;;;;;;;;;X
IS_NOT_SHOGUN;$COUNTRY$ 不是将军.;;;;;;;;;;X
IS_SHOGUN;$COUNTRY$ 是将军.;;;;;;;;;;X
IS_NOT_KAMPAKU;$COUNTRY$ 不是关白.;;;;;;;;;;X
IS_KAMPAKU;$COUNTRY$ 是关白.;;;;;;;;;;X
IS_NOT_DAIMYO;$COUNTRY$ 不是大名.;;;;;;;;;;X
IS_DAIMYO;$COUNTRY$ 是大名.;;;;;;;;;;X
SHOGUN_EXISTS;存在将军.;;;;;;;;;;X
NO_SHOGUN;不存在将军.;;;;;;;;;;X
KAMPAKU_EXISTS;存在关白.;;;;;;;;;;X
NO_KAMPAKU;不存在关白.;;;;;;;;;;X
LESS_THAN_SHOGUN_INFLUENCE;将军的影响力少于$VAL$.;;;;;;;;;;X
MORE_THAN_SHOGUN_INFLUENCE;将军的影响力至少$VAL$.;;;;;;;;;;X
SHOGUNATE_CIVIL_WAR;大名正处于内战中.;;;;;;;;;;X
NO_SHOGUNATE_CIVIL_WAR;大名处于和平状态.;;;;;;;;;;X
ADD_SHOGUN_INFLUENCE;将军的影响力增加了$VAL$.\n;;;;;;;;;;X
REMOVE_SHOGUN_INFLUENCE;将军的影响力降低了$VAL$.\n;;;;;;;;;;X
BECOME_SHOGUN;成为幕府将军.\n;;;;;;;;;;X
LOSE_SHOGUN;失去幕府将军.\n;;;;;;;;;;X
BECOME_KAMPAKU;成为关白.\n;;;;;;;;;;X
LOSE_KAMPAKU;失去关白.\n;;;;;;;;;;X
ENDORSE_KAMPAKU;拥护关白成为将军.\n;;;;;;;;;;X
STOP_ENDORSE_KAMPAKU;停止拥护关白成为将军.\n;;;;;;;;;;X
REQUEST_PEACE_DAIMYO;只能与太阁议和,不能与大名或者天皇.现在的太阁是$TAIKO$.;;;;;;;;;;X
DAIMYO_REQUEST_PEACE;只有太阁能与外国议和.;;;;;;;;;;X
FACTION_RULE;$FACTION$ 将不会允许这样做.;;;;;;;;;;X
FACTION_FORCE_LIMIT;$FACTION$ 不允许我们超过军队上限;;;;;;;;;;X
M_FACTION_BUTTON;派系;;;;;;;;;;X
FACTIONS_TITLE;派系;;;;;;;;;;X
HAVE_FACTIONS_TRIGGER;有派系;;;;;;;;;;X
HAVE_NO_FACTIONS_TRIGGER;没有派系;;;;;;;;;;X
