XXX;XXX;;;;;;;;;;X
HEIR;继承人;;;;;;;;;;X
NEWHEIR_SETUP;当你获得新的合法继承人;;;;;;;;;;X
NEWHEIR_HEADER;新的合法王位继承人! ;;;;;;;;;;X
NEWHEIR_1;$HEIRNAME$;;;;;;;;;;X
NEWHEIR_2;成为新的;;;;;;;;;;X
NEWHEIR_3;合法的王位继承人;;;;;;;;;;X
NEWHEIR_4;王位继承权安全的掌握在我们手中. ;;;;;;;;;;X
NEWHEIR_5;*;;;;;;;;;;X
NEWHEIR_6;*;;;;;;;;;;X
NEWHEIR_LOG;$HEIRNAME$成为新的合法王位继承人! ;;;;;;;;;;X
NEWHEIR_BTN1;好的;;;;;;;;;;X
NEWHEIR_BTN2;好的;;;;;;;;;;X
NEWHEIR_BTN3;转到;;;;;;;;;;X
NEWHEIR_MAP;$HEIRNAME$万岁! ;;;;;;;;;;X
HEIRDEATH_SETUP;当合法继承人死亡;;;;;;;;;;X
HEIRDEATH_HEADER;悲剧啊! ;;;;;;;;;;X
HEIRDEATH_1;$HEIRNAME$;;;;;;;;;;X
HEIRDEATH_2;不幸的;;;;;;;;;;X
HEIRDEATH_3;撒手人寰了;;;;;;;;;;X
HEIRDEATH_4;让我们为$POSSPRONOUN$亡灵祷告;;;;;;;;;;X
HEIRDEATH_5;并为祈祷新的继承人诞生;;;;;;;;;;X
HEIRDEATH_6;*;;;;;;;;;;X
HEIRDEATH_LOG;合法继承人$HEIRNAME$死亡. ;;;;;;;;;;X
HEIRDEATH_BTN1;好的;;;;;;;;;;X
HEIRDEATH_BTN2;好的;;;;;;;;;;X
HEIRDEATH_BTN3;转到;;;;;;;;;;X
HEIRDEATH_MAP;*;;;;;;;;;;X
PRONOUN_HIS;他的;;;;;;;;;;X
PRONOUN_HER;她的;;;;;;;;;;X
HEIR_INFO;年龄: $AGE$岁  正统性: $CLAIM$;;;;;;;;;;X
CLAIM_WEAK;弱;;;;;;;;;;X
CLAIM_AVERAGE;中等;;;;;;;;;;X
CLAIM_STRONG;强;;;;;;;;;;X
NO_HEIR;没有合法继承人;;;;;;;;;;X
OUR_HEIR;我们的继承人;;;;;;;;;;X
THEIR_HEIR;他们的继承人;;;;;;;;;;X
HAS_NO_HEIR;没有继承人;;;;;;;;;;X
HAS_AN_HEIR;有继承人;;;;;;;;;;X
HEIR_CLAIM_WEAKER_THAN;继承人正统性弱于 ;;;;;;;;;;X
HEIR_CLAIM_STRONGER_THAN;继承人正统性强于 ;;;;;;;;;;X
EVTNAME878;篡位者起义;;;;;;;;;;X
EVTDESC878;因$HEIR$继承王位而引发的争议, \n导致一个篡位者召集了一支军队, \n并向我们的首都进军! ;;;;;;;;;;X
EVTOPTB878A;天佑$HEIR$! ;;;;;;;;;;X
SAME_DYNASTY;同一王朝;;;;;;;;;;X
REGENCY_FOR;$HEIR$的公卿摄政 (现年$AGE$岁);;;;;;;;;;X
ON_MONARCH_DEATH;君主死亡;;;;;;;;;;X
MDEATH_WEAK_CLAIM;出现篡位者;;;;;;;;;;X
MDEATH_PU_BREAKS;与 $COUNTRY$ 的联合统治结束;;;;;;;;;;X
MDEATH_PU_STARTS;开始联合统治 $COUNTRY$ ;;;;;;;;;;X
MDEATH_REGENCY_RULE;$HEIR_NAME$的公卿摄政 ;;;;;;;;;;X
MDEATH_HEIR_SUCCEEDS;$HEIR_NAME$继承王位 ;;;;;;;;;;X
MDEATH_KNOWN_DYNASTY;一个$DYNASTY$王朝的贵族继承王位 ;;;;;;;;;;X
MDEATH_UNKNOWN_DYNASTY;一个$COUNTRY_ADJ$的贵族继承王位 ;;;;;;;;;;X
MDEATH_SUCCESSION_WAR;$COUNTRY1$和$COUNTRY2$爆发王位继承战争;;;;;;;;;;X
MDEATH_INHERITED;$COUNTRY1$被$COUNTRY2$继承;;;;;;;;;;X
NOCLAIMDESC;他们必须没有合法继承人, 或者继承人正统性低. ;;;;;;;;;;X
NOCLAIMTOOMANY;已经有两个国家索要该国王位了. ;;;;;;;;;;X
CLAIMDESC;如果该国国王死时没有留下合法继承人, \n索要王位的国家就可以联合统治该国. \n但如果有另一个国家也索要了该国王位, \n我们可能会被卷入王位继承战争. \n这样做会降低与我们有王室联姻\n关系的所有国家的友好度. ;;;;;;;;;;X
CLAIMNEWDESC;你确定要索要 $COUNTRY$ 王位? \n如果该国国王死时没有留下合法继承人, \n索要王位的国家就可以联合统治该国. \n但如果有另一个国家也索要了该国王位, \n我们可能会被卷入王位继承战争. \n这样做会降低与我们有王室联姻\n关系的国家的友好度. ;;;;;;;;;;X
NOCLAIMPRESTIGE;我们的威望必须比他们高. ;;;;;;;;;;X
HAVE_NOT_SUCC_CLAIM_AGAINST;没有宣称以下王位 ;;;;;;;;;;X
HAVE_SUCC_CLAIM_AGAINST;已经宣称以下王位 ;;;;;;;;;;X
CLAIMSTHRONES;宣称以下王位 $LIST$. ;;;;;;;;;;X
THRONECLAIMEDBY;被下列国家宣称王位 $LIST$. ;;;;;;;;;;X
CVIEW_PRESTIGE_DESC;威望影响很多事情, 最基础的是影响别的国家是\n否接受我国的外交提议, 我们的势力范围能扩展\n到多远, 和我国联合统治其他国家的机会. ;;;;;;;;;;X
CLAIMTOUS_SETUP;当别国索要我国王位时;;;;;;;;;;X
CLAIMTOUS_HEADER;使者来自;;;;;;;;;;X
CLAIMTOUS_1;$ACTOR$;;;;;;;;;;X
CLAIMTOUS_2;$MONARCHTITLE$, $ACTOR$的国王 ;;;;;;;;;;X
CLAIMTOUS_3;索取我国的统治权;;;;;;;;;;X
CLAIMTOUS_4;如果我们深受上天庇佑的统治者死\n时没有合法继承人, 他们就会联合统\n治我们. 我们可以通过保持比他们高\n的威望来避免此事发生. ;;;;;;;;;;X
CLAIMTOUS_5;*;;;;;;;;;;X
CLAIMTOUS_6;*;;;;;;;;;;X
CLAIMTOUS_LOG;$ACTOR$索要我国王位. ;;;;;;;;;;X
CLAIMTOUS_BTN1;好的;;;;;;;;;;X
CLAIMTOUS_BTN2;好的;;;;;;;;;;X
CLAIMTOUS_BTN3;转到;;;;;;;;;;X
CLAIMTOUS_MAP;*;;;;;;;;;;X
CLAIMTOOTH_SETUP;当别国索要第三国王位时;;;;;;;;;;X
CLAIMTOOTH_HEADER;使者来自;;;;;;;;;;X
CLAIMTOOTH_1;$ACTOR$;;;;;;;;;;X
CLAIMTOOTH_2;$MONARCHTITLE$, $ACTOR$的国王;;;;;;;;;;X
CLAIMTOOTH_3;索取$RECIPIENT$的统治权;;;;;;;;;;X
CLAIMTOOTH_4;如果$RECIPIENT$的统治者死\n时没有合法继承人. ;;;;;;;;;;X
CLAIMTOOTH_5;两国之间就会建立联合统治;;;;;;;;;;X
CLAIMTOOTH_6;*;;;;;;;;;;X
CLAIMTOOTH_LOG;$ACTOR$ 索取了 $RECIPIENT$ 的王位. ;;;;;;;;;;X
CLAIMTOOTH_BTN1;好的;;;;;;;;;;X
CLAIMTOOTH_BTN2;好的;;;;;;;;;;X
CLAIMTOOTH_BTN3;转到;;;;;;;;;;X
CLAIMTOOTH_MAP;*;;;;;;;;;;X
WECLAIM_SETUP;当我国索要别国王位时;;;;;;;;;;X
WECLAIM_HEADER;$MESSENGER$;;;;;;;;;;X
WECLAIM_1;索取王位. ;;;;;;;;;;X
WECLAIM_2;$MONARCHTITLE$, 我们提醒了$RECIPIENT$;;;;;;;;;;X
WECLAIM_3;我国对该国王位无可争辩的权利;;;;;;;;;;X
WECLAIM_4;如果该国统治者死时没有合法继承人, \n并且我国威望比他们高, \n我们会联合统治他们. ;;;;;;;;;;X
WECLAIM_5;*;;;;;;;;;;X
WECLAIM_6;*;;;;;;;;;;X
WECLAIM_LOG;我国索要$RECIPIENT$王位. ;;;;;;;;;;X
WECLAIM_BTN1;好的;;;;;;;;;;X
WECLAIM_BTN2;好的;;;;;;;;;;X
WECLAIM_BTN3;转到;;;;;;;;;;X
WECLAIM_MAP;*;;;;;;;;;;X
DEFINE_HEIR_EFFECT;$NAME$成为新继承人. \n;;;;;;;;;;X
EVTNAME3200;公家逼迫;;;;;;;;;;;;;x
EVTDESC3200;国君的正统地位受到公家的强烈质疑，在朝堂上不断发生君臣冲突之后，部分公家甚至密谋武力逼迫国君改变政策！;;;;;;;;;;;;;x
EVTOPTA3200;杀光逆臣！;;;;;;;;;;;;;x
EVTNAME3201;士卿权力扩大;;;;;;;;;;;;;x
EVTDESC3201;随着我国政治形势发生变化，士卿集团获得了越来越大的权力，当君主的正统性不足时，这种无限扩张的权力开始变得肆无忌惮;;;;;;;;;;;;;x
EVTOPTA3201;不得不接受他们的要求;;;;;;;;;;;;;x
EVTNAME3202;王弟谋逆;;;;;;;;;;;;;x
EVTDESC3202;国君的正统地位受到各方质疑，一小撮居心叵测之臣撺掇国君的弟弟向国君发难，妄图以武力夺取政权;;;;;;;;;;;;;x
EVTOPTA3202;国家不幸;;;;;;;;;;;;;x
EVTNAME3203;太子夺位;;;;;;;;;;;;;x
EVTDESC3203;国君上了年纪，做事多昏乱，已经成年的太子不愿意再无尽的等待即位。终于，这个年轻人选择以激烈的方式去夺取属于他的权力王座。;;;;;;;;;;;;;x
EVTOPTA3203;退位给太子;;;;;;;;;;;;;x
EVTOPTB3203;杀掉逆子！;;;;;;;;;;;;;x
EVTNAME3204;周天子发难;;;;;;;;;;;;;x
EVTDESC3204;由于国君的名誉愈发不堪，这甚至引起了身在洛邑的周天子的不满，他派出使者公然谴责我国国君的行径，甚至暗示其即位方式可能不正当。;;;;;;;;;;;;;x
EVTOPTA3204;臣谨受命;;;;;;;;;;;;;x
EVTNAME3205;邻国发难;;;;;;;;;;;;;x
EVTDESC3205;我们的邻国长期以来都与我国不合，如今更是以怀疑我国国君正统性为理由，遣使者辱骂我国国君;;;;;;;;;;;;;x
EVTOPTA3205;是可忍孰不可忍;;;;;;;;;;;;;x
EVTNAME3206;闪电异兆;;;;;;;;;;;;;x
EVTDESC3206;清晨上朝之时，一道闪电突然击中王宫大殿的正门，引起了不小的火灾，更重要的是，这次不大不小的灾难引起了人们的纷纷议论，大家普遍把这看做是上天对我国国君的警示。;;;;;;;;;;;;;x
EVTOPTA3206;此乃天谴之征兆;;;;;;;;;;;;;x
EVTOPTB3206;愚民无得妄言;;;;;;;;;;;;;x
EVTOPTC3206;降诏令罪己;;;;;;;;;;;;;x
EVTNAME3207;查阅宗谱;;;;;;;;;;;;;x
EVTDESC3207;史官无意间查阅古老的资料，翻看王室宗谱，却有了惊人地发现。;;;;;;;;;;;;;x
EVTOPTA3207;这真是奇闻;;;;;;;;;;;;;x
EVTNAME3208;四海升平;;;;;;;;;;;;;x
EVTDESC3208;长期以来，我国的内政外交一帆风顺，贵族满意，人民安居乐业，国君的能力和地位都得到了极大的肯定。;;;;;;;;;;;;;x
EVTOPTA3208;天生之君;;;;;;;;;;;;;x
EVTNAME3209;自我救赎;;;;;;;;;;;;;x
EVTDESC3209;我国的形势不容乐观，这很大程度上影响了国君的正统地位，这时候与其文过饰非，不如坦承一切，反而能够得到上下的谅解;;;;;;;;;;;;;x
EVTOPTA3209;拨乱反正;;;;;;;;;;;;;x
noble_government;士卿专政;;;;;;;;;;X
desc_noble_government;随着我国政治形势发生变化，士卿集团获得了越来越大的权力，当君主的正统性不足时，这种无限扩张的权力开始变得肆无忌惮;;;;;;;;;;X
EVTNAME4110;无继承人;;;;;;;;;;;;;x;
EVTDESC4110;即位这么多年了，国家仍然没有一位储君，人们都担心你死后会引发国家的大混乱;;;;;;;;;;;;;x;
EVTOPTA4110;国无储君，人心惶惶;;;;;;;;;;;;;x;
EVTNAME4111;庶子;;;;;;;;;;;;;x;
